MOFname,volume [A^3],weight [u],surface_area [m^2/g],volumetric_sa [m^2/cm^3],void_fraction,void_volume [cm^3/g],topology_num,metal_element,metal_group,functional_group_1,functional_group_2,organic_linker1,organic_linker2,CO2/N2_selectivity,heat_adsorption_CO2_P0.15bar_T298K [kcal/mol]
mof_unit_pretest_1653,2515.58766,741.69224,4015.23,1965.8095170062547,0.50484,1.0312,0,2,11,7,7,6,24,5.207583105,3.594549
mof_unit_pretest_1654,20560.485245,5827.82592,3995.3,1880.482655157221,0.61851,1.3141,0,1,12,2,10,7,9,4.97473326,4.574330000000001
mof_unit_pretest_1655,3992.578724,1171.14976,4151.34,2022.059710254606,0.5983699999999998,1.2285,0,1,12,17,10,13,18,5.368467644,3.3354699999999995
mof_unit_pretest_1656,1956.875432,697.2115200000001,4073.72,2410.123375496504,0.5158699999999999,0.872,0,2,11,2,2,19,23,4.841466853,3.296471
mof_unit_pretest_1657,15025.040088,3334.3992,4658.67,1716.7641192727176,0.68672,1.8635,6,1,12,17,17,4,6,3.3652729960000003,3.4645550000000003
mof_unit_pretest_1658,13767.556871,4258.712320000001,3344.01,1717.654132583099,0.60111,1.1703,6,1,12,17,17,15,20,5.660600784,4.133597
mof_unit_pretest_1659,5086.782552000001,1883.444046,3169.51,1948.715332208525,0.5237199999999999,0.8518,6,1,12,1,19,4,15,6.7452842010000005,3.805315
mof_unit_pretest_1660,7231.385188999999,1508.206333,4900.47,1697.1636667097223,0.70551,2.0371,0,1,12,1,17,26,26,3.807763201,3.2803160000000005
mof_unit_pretest_1661,5206.104806,2428.187026,2652.24,2054.1340153422766,0.5461,0.7051,0,1,12,3,1,18,28,5.17449514,3.768397
mof_unit_pretest_1662,18060.946044,3781.50648,4727.01,1643.4541825302958,0.67666,1.9463,6,2,11,7,7,22,27,3.796163861,2.75893
mof_unit_pretest_1663,18708.204901,3164.65504,5016.9,1409.2123154357143,0.74897,2.6664,6,2,11,5,5,20,22,3.285332675,2.336531
mof_unit_pretest_1664,13671.074972,2783.429757,4319.09,1460.214245304964,0.70638,2.0893,0,1,12,5,1,27,27,3.5554854860000003,3.03663
mof_unit_pretest_1665,4521.466293,2208.83276,2185.61,1772.9763092913543,0.4775599999999999,0.5887,0,2,11,5,3,23,27,6.322298158,4.082456
mof_unit_pretest_1666,14547.698491,2060.275885,5159.29,1213.2987604561592,0.79481,3.3797,0,2,11,10,1,28,29,3.867208895,2.762956
mof_unit_pretest_1667,1496.133716,555.89344,3709.07,2288.405036228195,0.52187,0.8458,0,1,12,2,2,12,20,3.990916046,3.073369
mof_unit_pretest_1668,3402.19671,843.2099599999998,4600.86,1893.4857976867295,0.6234,1.5148,0,1,12,8,15,6,20,3.969313723,3.00023
mof_unit_pretest_1669,3513.6080409999995,1649.63072,3120.81,2433.030080842152,0.4373899999999998,0.561,0,1,12,17,14,10,13,5.624357963,3.661325
mof_unit_pretest_1670,26419.895267,4349.1288,5832.36,1594.2712957397764,0.7518799999999999,2.7506,6,2,11,14,14,19,28,3.159682162,3.0379110000000003
mof_unit_pretest_1671,19938.422247,3766.99008,5360.17,1681.6243115878826,0.7159399999999999,2.282,6,1,12,14,15,2,11,4.059370491,3.0678490000000003
mof_unit_pretest_1672,14551.709989,3972.161878,4043.37,1832.7495390211689,0.64903,1.4319,6,2,11,17,1,11,17,4.384971586,3.612079
mof_unit_pretest_1673,18127.458237,4515.39168,4314.47,1784.5663306341185,0.64236,1.553,6,1,12,10,11,14,27,6.174657659,3.511696
mof_unit_pretest_1674,8736.415432,3131.53168,3596.58,2140.7205758289615,0.5531599999999999,0.9293,0,1,12,20,20,1,4,4.536716652,3.587501
mof_unit_pretest_1675,29203.209764,5303.13024,4902.47,1478.3027203942434,0.7406099999999999,2.4561,6,1,12,17,20,2,23,4.754831911,3.3889370000000003
mof_unit_pretest_1676,6929.547744,1455.772251,4633.97,1616.5475718598686,0.68218,1.9555,0,1,12,1,5,3,27,4.861050641,2.984138
mof_unit_pretest_1677,22067.531172,5368.7888,4940.45,1995.8863391100674,0.63831,1.58,0,1,12,15,15,7,19,4.115905233,2.698888
mof_unit_pretest_1678,9033.431811,2709.66904,3761.79,1873.7202586925728,0.60253,1.2097,0,1,12,2,14,8,8,5.536611467,3.784115
mof_unit_pretest_1679,7431.713298,2850.82152,2706.29,1723.8605872074613,0.4157699999999999,0.6527,6,1,12,11,12,22,23,9.998317607,4.364153
mof_unit_pretest_1680,5246.951047,1848.39732,3376.79,1975.3274415074698,0.4981499999999999,0.8516,6,2,11,6,9,11,24,4.819394298,3.631486
mof_unit_pretest_1681,15327.433427000002,11396.61072,1263.93,1560.5440205984166,0.3981399999999999,0.3225,0,1,12,8,4,9,17,7.634024658999999,4.492541
mof_unit_pretest_1682,6941.253431,1645.7416,4754.03,1871.6834065964438,0.6452499999999999,1.6389,0,1,12,16,17,7,28,5.153383858,3.285035
mof_unit_pretest_1683,1724.527339,1711.314876,0.0,0.0,0.02459,0.0149,1,10,2,11,17,45,46,21.19239273,7.402133999999998
mof_unit_pretest_1684,4199.781845,923.6056400000001,5184.49,1893.2702549324438,0.66131,1.8109,0,2,11,10,10,6,7,3.784807643,2.850184
mof_unit_pretest_1685,4405.811362,1399.73952,3695.22,1949.4331727137721,0.61619,1.168,0,1,12,3,8,13,26,4.705994388,3.622794
mof_unit_pretest_1686,4442.7702850000005,1621.84275,3639.76,2206.3497580071203,0.52616,0.8679999999999999,0,1,12,1,16,11,22,4.478771476,3.347726
mof_unit_pretest_1687,18466.268088,4084.04608,4723.27,1734.6066048679213,0.6361999999999999,1.7323,6,1,12,6,5,11,27,3.507697542,3.315896
mof_unit_pretest_1688,6527.927237,3234.42312,2377.47,1956.0650774717303,0.54851,0.6666999999999998,0,1,12,8,4,23,29,6.157170681,4.0616010000000005
mof_unit_pretest_1689,4541.598661,1173.59484,4202.14,1803.1285164678127,0.58981,1.3745,0,1,12,15,8,23,27,4.611026143999999,3.740886
mof_unit_pretest_1690,3758.998665,1193.327338,3857.91,2033.6969468776642,0.5827,1.1054,0,1,12,20,1,3,4,4.507073222,3.39811
mof_unit_pretest_1691,2050.2320170000003,735.64152,3535.09,2106.2524479239783,0.4688199999999999,0.7869,0,2,11,10,6,20,22,4.209430247,3.4225510000000003
mof_unit_pretest_1692,2250.030724,837.8903659999999,3881.26,2400.038515260017,0.5243999999999999,0.8479999999999999,0,1,12,14,1,10,26,5.088040354,3.275109
mof_unit_pretest_1693,5164.698121,2046.6013,3034.55,1996.7759061931201,0.54278,0.8248999999999999,6,2,11,3,17,4,11,5.121970588,3.682002
mof_unit_pretest_1694,11015.876479,3122.14256,4578.95,2154.99516151413,0.6060499999999999,1.2877,6,1,12,11,11,1,19,4.347801036,3.57525
mof_unit_pretest_1695,18358.110355,4628.767664,4204.96,1760.5404235405636,0.66816,1.5958,6,2,11,1,10,14,27,3.795852887,3.407697
mof_unit_pretest_1696,19901.193901,4217.31488,4713.83,1658.7370272062722,0.6839899999999999,1.9438,6,2,11,14,10,2,22,3.99389925,2.950979
mof_unit_pretest_1697,2517.153415,837.523,3748.52,2071.0644561595545,0.5185199999999999,0.9385,0,2,11,17,17,6,24,3.550464499,3.639471
mof_unit_pretest_1698,5032.573619,1644.0852,3535.75,1918.0611965831404,0.5768499999999999,1.0634,6,1,12,15,17,1,22,3.822660438,3.294423
mof_unit_pretest_1699,1830.239167,1012.040826,2226.98,2044.8112712695163,0.3700199999999999,0.403,2,9,5,1,1,1,19,5.456949647999999,3.733547
mof_unit_pretest_1700,2241.938396,829.9593,3958.09,2433.131112643976,0.4928399999999998,0.8016999999999999,0,1,12,5,10,10,26,4.928446114,3.591264
mof_unit_pretest_1701,2277.9192,2219.090966,418.09,676.3216601110581,0.1132399999999999,0.07,1,10,2,10,1,44,50,8.599380706,5.312357
mof_unit_pretest_1702,7614.021751,2422.6405600000003,4056.81,2143.4149971035413,0.53043,1.0039,0,1,12,9,9,6,6,5.754305975,3.569018
mof_unit_pretest_1703,5102.83803,1378.89644,4418.42,1982.5930940052888,0.64178,1.4303,6,1,12,20,10,11,24,4.105846184,3.165628
mof_unit_pretest_1704,2568.231404,1158.59852,2910.11,2179.9922452976225,0.5152999999999999,0.6878999999999998,0,1,12,20,3,6,14,5.836624313,3.5838400000000004
mof_unit_pretest_1705,2984.93472,1532.310224,2456.94,2094.3686998577955,0.35993,0.4222,2,9,5,1,1,13,25,8.593860861999998,4.319507
mof_unit_pretest_1706,6274.853582,1738.52438,4168.47,1917.7879937323319,0.6102499999999998,1.3264,0,1,12,2,11,8,18,6.635554019,3.861141
mof_unit_pretest_1707,17127.768481,7670.12608,2646.98,1968.3354082323137,0.51633,0.6943,0,1,12,8,3,22,28,6.312292727000001,3.771662
mof_unit_pretest_1708,15063.051372,3620.53568,4717.88,1883.01374896329,0.65485,1.6407,6,2,11,11,9,1,25,4.026239835,3.071025
mof_unit_pretest_1709,3032.508854,907.2972,4783.9,2376.7106490856213,0.56515,1.1375,0,1,12,14,9,20,23,3.964416715,3.059852
mof_unit_pretest_1710,3598.503175,1444.40464,2561.19,1707.0864233088312,0.375,0.5625999999999999,0,2,11,11,16,2,8,6.868199195,4.091965
mof_unit_pretest_1711,32675.101223,7645.695536,4495.02,1746.539502125301,0.63995,1.647,6,1,12,1,13,3,9,6.942097181,3.960829
mof_unit_pretest_1712,4002.252761,1764.89222,2577.72,1887.5399100945303,0.54651,0.7462999999999999,0,1,12,4,8,8,18,6.122531204,3.819427
mof_unit_pretest_1713,5137.997404,1288.94768,4618.55,1923.950013955853,0.6541,1.5702,6,1,12,5,5,11,11,3.708684997,3.17551
mof_unit_pretest_1714,7194.11837,2889.8392,3277.87,2186.4248275990985,0.5011399999999999,0.7512999999999999,6,1,12,15,8,5,22,5.0070579980000005,3.686911
mof_unit_pretest_1715,27175.180693,5921.8368,4032.9,1459.3120667023095,0.72628,2.0071,6,1,12,9,3,7,15,4.470318622,3.464383
mof_unit_pretest_1716,5140.3722880000005,1390.01004,4453.97,1999.941890795035,0.6327599999999999,1.4092,6,1,12,15,13,11,14,3.767401156,3.070202
mof_unit_pretest_1717,5282.437662,1668.38382,3909.3,2050.252331576199,0.5366699999999999,1.0233,6,2,11,16,11,11,15,6.510950995,3.426839
mof_unit_pretest_1718,2277.03303,1831.075058,731.0599999999998,976.194968325121,0.1780299999999999,0.1333,1,10,2,1,2,49,52,10.93009916,4.942239
mof_unit_pretest_1719,2866.219514,877.608659,4095.63,2082.374767968015,0.56757,1.1163,0,2,11,1,20,8,24,3.4523483180000003,3.683893
mof_unit_pretest_1720,10364.922228,5799.09968,2291.77,2129.179530749305,0.4687699999999999,0.5046,5,12,10,2,3,21,23,7.936365919,4.351135
mof_unit_pretest_1721,6801.063520000001,1723.94928,3814.25,1605.4749526062071,0.6431799999999999,1.5281,0,2,11,6,4,3,27,4.625921365,4.278881
mof_unit_pretest_1722,12066.768712,3196.2201600000003,5412.02,2380.410279160498,0.6149999999999999,1.3982,6,2,11,11,11,5,7,3.754908306,3.119191
mof_unit_pretest_1723,39214.247658,8549.2423,4097.98,1483.54354857541,0.6965,1.9239,7,2,11,9,17,33,58,4.036590672,3.109587
mof_unit_pretest_1724,4892.653102,1144.48604,5065.42,1967.5612558282894,0.6457199999999998,1.6624,0,2,11,2,15,3,21,3.4623511660000004,3.153514
mof_unit_pretest_1725,5158.828626,1820.81474,3281.67,1923.3410129040285,0.56888,0.9706,6,2,11,3,10,4,11,4.262749157,3.693732
mof_unit_pretest_1726,5240.128058,1780.4940600000002,3666.13,2068.489000545905,0.4917199999999999,0.8715,6,2,11,13,10,11,22,5.250876642,3.626922
mof_unit_pretest_1727,12165.590383,4583.17984,3698.16,2313.482040154598,0.52507,0.8393,0,1,12,10,2,4,25,7.2764177929999985,4.007958
mof_unit_pretest_1728,26625.153486000003,3075.9501600000003,6143.72,1178.5969555552408,0.83089,4.3312,6,2,11,8,20,20,23,2.419873543,1.810924
mof_unit_pretest_1729,32253.445460000003,5479.30817,4883.55,1377.6280501161007,0.76127,2.6986,6,1,12,1,17,3,24,3.547324143,2.995976
mof_unit_pretest_1730,6476.357192,2539.17502,2932.86,1909.4131186365062,0.5947399999999999,0.9135,0,2,11,14,4,23,29,5.111620069,3.69431
mof_unit_pretest_1731,3762.03264,1050.02616,4987.97,2311.788605337312,0.6109399999999999,1.3182,0,2,11,2,2,6,25,4.111308763,3.084977
mof_unit_pretest_1732,22483.471114,5045.17856,4085.16,1522.190397150471,0.6864399999999999,1.8422,6,2,11,11,17,6,22,3.721426867,3.241646
mof_unit_pretest_1733,14935.524066999998,4851.599520000001,3603.43,1943.6913167739758,0.58923,1.0924,6,1,12,19,15,1,25,5.760575656,3.739365
mof_unit_pretest_1734,1979.811994,1750.3491559999998,263.8,387.2774909167184,0.07127,0.0485,1,10,2,10,15,45,49,25.33626704,5.783513
mof_unit_pretest_1735,25698.999467,6313.35056,4457.5,1818.3679482969349,0.64973,1.5927,0,1,12,10,11,2,3,4.672551702,3.511228
mof_unit_pretest_1736,4923.902561,1055.5002,4952.0,1762.6911824820952,0.6594999999999999,1.8528,0,1,12,8,15,7,8,3.961379799,3.467531
mof_unit_pretest_1737,4124.22118,851.9217599999998,5645.84,1936.5693567224296,0.69843,2.0362,0,1,12,11,13,21,21,3.46231707,2.776101
mof_unit_pretest_1738,5246.00967,1996.298,2897.49,1830.9014003612176,0.60731,0.9611,0,1,12,3,15,26,27,4.470465081,4.198901
mof_unit_pretest_1739,7439.354115999999,2190.09056,4574.03,2236.0040012743916,0.59319,1.2134,0,1,12,3,3,23,23,3.652028108,3.570922
mof_unit_pretest_1740,24335.790843,7311.9168,4595.34,2292.7154237718514,0.5937299999999999,1.19,0,1,12,10,10,1,23,4.669379843,3.240008
mof_unit_pretest_1741,4985.078908,1184.20456,4207.48,1659.6766290380654,0.67546,1.7124,0,2,11,20,2,7,8,4.294945222,3.257318
mof_unit_pretest_1742,3183.191029,972.02308,4290.64,2175.6181751996382,0.58877,1.1611,0,1,12,17,2,20,26,3.732773998,3.069729
mof_unit_pretest_1743,4251.228197,1957.27842,2571.66,1966.0676904317518,0.37412,0.4893,0,1,12,18,3,22,24,4.889041792,3.865784
mof_unit_pretest_1744,4461.516868,1746.48276,3316.79,2155.988625225113,0.5602199999999999,0.8618,0,1,12,15,4,11,14,5.026567976,3.42089
mof_unit_pretest_1745,5294.244390999999,1259.20848,4320.16,1706.2403661282071,0.64875,1.6426,0,1,12,5,2,26,27,6.223780832,3.196892
mof_unit_pretest_1746,892.4229140000001,688.7377,1437.09,1841.6785789973019,0.3074699999999999,0.2399,0,1,12,20,4,10,21,8.745566408,4.354636
mof_unit_pretest_1747,14637.226608,7979.964127999999,2069.74,1873.7198676799487,0.5272999999999999,0.5825,0,1,12,3,1,14,27,5.183268469,4.120565
mof_unit_pretest_1748,29382.612956,6662.85912,4119.89,1551.324184627568,0.6612299999999999,1.756,6,2,11,17,7,17,25,5.08612409,3.57684
mof_unit_pretest_1749,33059.856895,4501.94984,5869.71,1327.2815383282352,0.77917,3.4458,6,2,11,9,12,3,14,3.854152505,3.008225
mof_unit_pretest_1750,5141.511697999999,1413.08644,4173.22,1904.5654729013359,0.6188899999999999,1.3561,6,1,12,6,6,11,15,4.207101723,3.409118
mof_unit_pretest_1751,39103.198832,6129.30896,5807.97,1511.7163762190976,0.76207,2.9278,0,1,12,20,2,23,29,3.179183806,2.567276
mof_unit_pretest_1752,1863.587494,778.7009,3844.44,2667.4771185108034,0.48226,0.695,0,1,12,7,2,10,21,4.422324414,3.347861
mof_unit_pretest_1753,24767.173338,4139.308,4432.21,1230.0375076971693,0.76848,2.769,0,2,11,15,2,28,28,3.62792548,2.934468
mof_unit_pretest_1754,2213.879194,1019.4505,2991.33,2287.300775064726,0.4216699999999999,0.5514999999999999,2,9,5,2,10,11,20,5.504177633,3.734566000000001
mof_unit_pretest_1755,16525.740283000003,2891.38152,4913.74,1427.5896050269046,0.71891,2.4745,6,2,11,9,5,23,23,3.927762693,3.414297
mof_unit_pretest_1756,27813.377416000003,6297.056,4698.81,1766.5195049017864,0.6662899999999999,1.7723,6,2,11,5,5,4,20,4.070490271000001,3.112875
mof_unit_pretest_1757,27972.563251,8382.646399999998,4570.89,2274.5546638878845,0.5976199999999999,1.201,0,1,12,2,16,19,23,4.164058404,2.892957
mof_unit_pretest_1758,6302.592802,1409.09332,4512.89,1675.4133861438488,0.70745,1.9056,0,1,12,4,16,8,18,3.572543864,3.2617580000000004
mof_unit_pretest_1759,7560.24362,1942.341478,4387.98,1871.979807152078,0.6441399999999999,1.5099,6,2,11,20,1,14,23,4.005933235,3.186901
mof_unit_pretest_1760,18003.954479,6814.38072,2791.01,1754.149510136436,0.59296,0.9435,6,1,12,3,19,22,27,6.149417851,4.386896
mof_unit_pretest_1761,5294.566777,5284.57847,764.7899999999998,1267.5609397022984,0.25656,0.1547999999999999,6,2,11,9,4,15,24,15.49903122,5.516525
mof_unit_pretest_1762,4552.080869,3260.1325100000004,1383.36,1645.1565231547793,0.29303,0.2464,3,4,6,4,9,6,25,9.067537171,4.263365
mof_unit_pretest_1763,7543.504537999998,1951.36904,4614.91,1982.3311998697202,0.6132199999999999,1.4276,6,1,12,11,8,11,25,5.599077585,3.242136
mof_unit_pretest_1764,4375.735465,1945.6136,3317.05,2449.0873701051955,0.4519099999999999,0.6120999999999999,0,1,12,17,15,12,12,6.0642885810000005,4.462379
mof_unit_pretest_1765,4823.987159,1863.22498,3870.12,2482.1630853348165,0.57943,0.9034,0,2,11,8,4,21,29,5.026817019,3.451231
mof_unit_pretest_1766,3753.303095,774.46568,6276.44,2150.545560668411,0.6751,1.9703,0,2,11,2,2,6,25,3.876016093,2.997398
mof_unit_pretest_1767,6290.177324,1160.25784,5487.86,1680.898047984198,0.7249299999999999,2.3668,0,1,12,10,10,8,18,4.053731458,2.758881
mof_unit_pretest_1768,7117.967014,1346.9337,4743.46,1490.5008114632692,0.7477199999999999,2.3796,0,1,12,14,3,8,26,3.718036752,3.009317
mof_unit_pretest_1769,37430.677072000006,4092.438182,6043.75,1097.2552375567939,0.8434299999999999,4.6457,6,2,11,1,1,7,20,2.752271183,1.863848
mof_unit_pretest_1770,2785.847063,674.3483200000001,6043.1,2429.033565330464,0.63716,1.5852,0,2,11,2,2,21,25,4.309285455,2.876605
mof_unit_pretest_1771,2073.187949,635.12372,4715.66,2398.8819019543203,0.5487699999999999,1.0787,0,1,12,15,15,19,26,4.054108433,3.099526
mof_unit_pretest_1772,40169.445654,6050.01744,4846.64,1212.1274226077035,0.79969,3.1975,6,1,12,3,12,20,28,3.887963897,2.752332
mof_unit_pretest_1773,27349.142035,7780.304959999999,3745.02,1769.1056966191823,0.63278,1.3395,6,1,12,17,8,4,20,4.716262771,3.850195
mof_unit_pretest_1774,10005.172722,3739.36,3837.86,2381.817830435306,0.52358,0.8437,0,1,12,2,20,9,19,4.751475043,3.378263
mof_unit_pretest_1775,24715.648451,4407.570531,4239.74,1255.4898676693256,0.78214,2.6412,0,2,11,4,1,28,28,4.323569803,3.155347
mof_unit_pretest_1776,16900.849645,4257.00704,4628.1,1935.7322725074648,0.6027799999999999,1.4412,0,1,12,6,13,6,24,4.351819588,3.3614910000000005
mof_unit_pretest_1777,5908.511353,1848.05804,4593.56,2385.797898878987,0.5735399999999999,1.1043,0,1,12,8,8,24,25,3.960274577,3.562918
mof_unit_pretest_1778,33597.988523,4029.14784,6592.99,1312.8922022452152,0.8040199999999998,4.0375,6,2,11,14,14,6,6,2.861964302,2.08197
mof_unit_pretest_1779,26090.399184,2986.09,6354.84,1207.7401827051224,0.82867,4.3602,6,1,12,6,6,20,23,2.9498062430000003,1.972133
mof_unit_pretest_1780,16835.030918,5820.02128,3531.28,2027.1670346273404,0.5927399999999999,1.0325,6,2,11,4,7,1,7,5.224473962,3.855582
mof_unit_pretest_1781,4461.492326,1964.22736,3175.45,2321.4728601965758,0.4770899999999999,0.6525999999999998,0,1,12,15,2,11,15,4.773092261,3.54896
mof_unit_pretest_1782,28009.765014,5822.246234,5768.84,1991.2066011624372,0.68,1.9701,6,2,11,18,1,3,5,4.742046049,3.084036
mof_unit_pretest_1783,15018.247111,3506.48496,4606.46,1785.939591637722,0.67073,1.73,6,1,12,20,9,4,6,4.113544278,3.110542
mof_unit_pretest_1784,2129.592111,1283.81872,2092.28,2094.4683625500306,0.3330299999999999,0.3327,2,9,5,3,20,20,24,8.245253615999998,4.005058999999999
mof_unit_pretest_1785,13930.319719,3419.95648,4300.88,1753.3295283422294,0.68001,1.668,6,2,11,9,9,1,20,3.72872363,3.241043
mof_unit_pretest_1786,1730.081537,2211.61596,0.0,0.0,0.0,0.0,3,4,6,3,15,5,14,28.75402988,8.426658999999999
mof_unit_pretest_1787,2328.685731,1651.521056,887.49,1045.1615576838137,0.18765,0.1593,1,10,2,20,6,49,52,8.922317279999998,4.896391
mof_unit_pretest_1788,14452.372832,4600.35696,4112.93,2173.9543449499442,0.5664399999999999,1.0717,0,1,12,8,8,1,27,6.806260594,3.263163
mof_unit_pretest_1789,3021.075993,851.34992,5076.93,2375.7150637198383,0.5440099999999999,1.1626,0,1,12,11,11,20,23,3.822872479,3.3299220000000003
mof_unit_pretest_1790,16833.659800999998,4077.10528,4342.88,1746.6180160828474,0.6445199999999999,1.6026,6,2,11,10,11,4,7,4.116706189,2.964709
mof_unit_pretest_1791,5664.890661,1747.03804,3108.47,1591.8576763198098,0.6581,1.2851,0,2,11,3,8,7,27,4.623049364,4.06344
mof_unit_pretest_1792,18130.541835,4291.97344,5668.68,2228.306413243927,0.5993699999999998,1.5248,6,1,12,7,10,1,3,3.758862417,3.389188
mof_unit_pretest_1793,1656.333006,1924.1183,0.0,0.0,0.1722499999999999,0.0893,0,1,12,4,15,12,25,12.09283199,5.690385
mof_unit_pretest_1794,28484.894433,5408.32864,5272.12,1662.1892627871264,0.7248899999999999,2.2992,0,1,12,2,5,20,28,3.279770519,3.424956
mof_unit_pretest_1795,19652.905074,3491.04688,5280.14,1557.4750146359734,0.72906,2.4716,6,1,12,20,20,2,22,5.237483327,2.9126380000000003
mof_unit_pretest_1796,5368.59915,1868.61662,3303.22,1909.164958492897,0.59833,1.0352,0,1,12,3,10,18,26,7.287418397,3.739487
mof_unit_pretest_1797,1658.1599119999998,1247.0652220000002,1048.03,1308.8298681496285,0.20849,0.1668999999999999,2,9,5,1,17,11,24,9.234579865,4.716709
mof_unit_pretest_1798,2686.462578,884.95674,4475.11,2447.8888102855026,0.53854,0.9845,0,1,12,14,11,12,21,5.445202597000001,3.626192
mof_unit_pretest_1799,12229.211774,4076.50712,4039.5,2235.9602475431598,0.52333,0.9455,0,1,12,9,16,4,23,6.039945511,3.768279
mof_unit_pretest_1800,5955.151608,1379.95012,4528.16,1742.3646705004835,0.6225399999999999,1.6179,0,1,12,10,18,3,8,5.429434165,3.604357
mof_unit_pretest_1801,2172.418633,1109.932966,2679.52,2273.3010921359173,0.4138199999999999,0.4878,2,9,5,3,1,1,20,5.64105919,3.849111
mof_unit_pretest_1802,2925.461312,1797.362852,1269.9,1295.5603605095241,0.30124,0.2953,1,10,2,10,1,43,52,19.08417214,5.096264
mof_unit_pretest_1803,1721.903756,899.95604,2224.94,1930.9785643226087,0.3255199999999999,0.3750999999999999,0,1,12,2,2,24,26,7.190654483,4.061129
mof_unit_pretest_1804,16885.359613,6853.393279999999,3281.0,2211.303211229654,0.5071799999999999,0.7525,0,1,12,2,2,24,28,5.7788076120000005,4.072583
mof_unit_pretest_1805,5253.063115,1753.3328800000002,3767.4,2088.04674970088,0.57046,1.0293,6,2,11,14,19,11,22,4.383059584,3.414769
mof_unit_pretest_1806,31292.327827,7472.125811,4739.38,1879.2067424212853,0.67302,1.6974,0,1,12,1,1,2,11,3.647090255,3.158735
mof_unit_pretest_1807,18594.822389,4461.53464,4277.33,1704.16530285715,0.66191,1.6613,6,2,11,19,13,20,24,4.4385723960000005,3.14416
mof_unit_pretest_1808,3688.22233,1560.9895,2695.31,1894.2545438075772,0.5917,0.8418999999999999,0,2,11,4,10,8,21,4.428085288,3.737889
mof_unit_pretest_1809,10198.360125,4249.74632,3377.21,2336.885616561415,0.50928,0.7359999999999999,5,12,10,3,8,21,23,5.578140686,4.101436
mof_unit_pretest_1810,4862.36852,1991.39242,3529.38,2400.2369946557446,0.5118,0.7526,0,2,11,11,4,21,29,5.212403588,3.5412220000000003
mof_unit_pretest_1811,26868.2394,7376.621919999999,3167.77,1444.1712110280387,0.7302699999999999,1.6018,6,2,11,2,4,17,20,3.69874995,2.970695
mof_unit_pretest_1812,24649.735837,4509.444051,5376.51,1633.2697466377972,0.7065299999999999,2.3258,6,2,11,18,1,6,19,2.9662830060000003,2.736862
mof_unit_pretest_1813,4462.125719,1567.73712,3809.83,2222.7149095836135,0.5534899999999999,0.9487,0,1,12,20,10,11,15,4.746330794,3.3523400000000003
mof_unit_pretest_1814,77710.18671199998,7805.676627,4725.52,788.1863960502659,0.8687099999999999,5.2083,6,2,11,10,1,3,28,2.907464937,2.1730810000000003
mof_unit_pretest_1815,10844.025318,1931.7318,5682.61,1680.9348595276185,0.7093899999999999,2.3982,6,1,12,15,12,23,24,3.186476273,2.845627
mof_unit_pretest_1816,35629.373033,5396.080314,6153.82,1547.6107577804646,0.76102,3.026,6,1,12,1,7,3,19,3.522105401,2.683712
mof_unit_pretest_1817,33587.289966000004,6536.796474,4885.55,1578.8838704940142,0.73451,2.2728,0,1,12,1,17,3,25,3.23555681,2.897673
mof_unit_pretest_1818,3412.379294,1950.90308,2709.74,2572.4843702515163,0.4732299999999999,0.4985,0,2,11,4,4,19,29,7.475968685,4.007416
mof_unit_pretest_1819,4247.565842,1324.9628,3653.35,1892.350469736437,0.63821,1.2321,0,1,12,20,4,8,25,5.164321012,3.427712
mof_unit_pretest_1820,6892.592393999999,2446.39508,3470.1,2045.1855456492674,0.51049,0.8660999999999999,0,1,12,15,5,13,13,5.029868038,3.961498
mof_unit_pretest_1821,7591.977290999998,1896.57876,4600.77,1908.5046880382,0.6285199999999999,1.5151,6,2,11,16,8,14,23,5.330278644,3.40967
mof_unit_pretest_1822,2387.2757920000004,2021.143776,705.46,991.7763198969186,0.1693599999999999,0.1205,1,10,2,3,2,50,52,14.14445724,5.1582360000000005
mof_unit_pretest_1823,2196.602089,1617.350839,793.57,970.2525962562544,0.18101,0.1479999999999999,1,10,2,1,8,47,52,9.589733589,4.869354
mof_unit_pretest_1824,13064.281992,6486.5208,2840.75,2342.1031087798747,0.4852099999999999,0.5885,0,1,12,4,8,5,28,6.4301736410000006,3.694575
mof_unit_pretest_1825,1148.155946,589.24221,2529.89,2155.9631573418337,0.41825,0.4908,0,2,11,4,4,11,12,5.547531528,3.830699
mof_unit_pretest_1826,14245.712884,3402.6803200000004,5204.06,2064.0774227888846,0.64604,1.6288,6,1,12,9,7,11,17,4.419745595,3.402432
mof_unit_pretest_1827,3735.747816,1007.272718,4166.25,1865.3553319389882,0.63336,1.4146,0,1,12,1,1,2,7,3.647904338,3.351985
mof_unit_pretest_1828,1879.089426,753.44964,3465.93,2307.667822425569,0.4195099999999999,0.6300999999999999,0,2,11,15,10,21,24,4.891950521,3.61336
mof_unit_pretest_1829,19931.774428,3966.88648,5156.6,1704.1741738217077,0.70366,2.1292,6,1,12,20,15,2,11,3.369577907,2.997136
mof_unit_pretest_1830,17306.599437,6600.49408,3351.0,2122.19778982468,0.5023499999999999,0.7932,0,1,12,17,17,1,28,6.179788555,3.854795
mof_unit_pretest_1831,3783.243903,3334.436016,0.0,0.0,0.0612399999999998,0.0417999999999999,1,10,2,20,1,50,50,13.7907626,5.902958
